world_key,graph_regime,radius,radius_over_rc,graph_seed,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
E2:uniform:p0.85:cv1.0:r8,medium,44.45990272049473,1.5,310028375,65,8.125,4,4,1,1.6211279203985993,True
E2:uniform:p0.85:cv1.0:r9,medium,61.505540253517374,1.5,122714524,64,8.0,4,3,1,2.5184140624943097,True
E2:uniform:p0.85:cv1.0:r10,medium,51.88357970657398,1.5,1248199787,59,7.375,1,4,1,0.7190599730559522,True
E2:uniform:p0.85:cv1.0:r11,medium,51.95720443516932,1.5,2333080735,59,7.375,2,3,1,1.6917737934637578,True
E2:uniform:p0.85:cv1.0:r12,medium,62.86371848205068,1.5,1078889650,70,8.75,5,3,1,3.0765498969784355,True
E2:uniform:p0.85:cv1.0:r13,medium,63.21518318242265,1.5,847213278,67,8.375,4,3,1,2.672081958297772,True
E2:uniform:p0.85:cv1.0:r14,medium,61.75449528685395,1.5,2847597802,77,9.625,4,2,1,3.841140256370556,True
E2:uniform:p0.85:cv1.0:r15,medium,44.68920422189284,1.5,1161501580,62,7.75,5,3,1,2.076929443070198,True
E2:uniform:p0.85:cv1.0:r16,medium,61.47158814216072,1.5,3456596237,88,11.0,4,2,1,3.80866775938531,True
E2:uniform:p0.85:cv1.0:r17,medium,59.778446237340205,1.5,1787003181,80,10.0,4,2,1,3.8399312018388847,True
E2:uniform:p0.85:cv1.0:r18,medium,55.786589475983575,1.5,75399376,58,7.25,3,3,1,2.2000864801907847,True
E2:uniform:p0.85:cv1.0:r19,medium,41.24763922223648,1.5,314133757,37,4.625,3,4,1,0.5012529784135663,True
E2:uniform:p0.85:cv1.0:r20,medium,39.80031292360269,1.5,1387344931,52,6.5,1,4,1,0.833773939373545,True
E2:uniform:p0.85:cv1.0:r21,medium,42.72818430135642,1.5,3104999993,51,6.375,3,4,1,0.44844449150408305,True
E2:uniform:p0.85:cv1.0:r22,medium,85.46458318733029,1.5,2076654426,109,13.625,5,2,1,4.988790883706017,True
E2:uniform:p0.85:cv1.0:r23,medium,50.94290135820326,1.5,1368457705,68,8.5,4,3,1,2.879392312977194,True
E2:uniform:p0.85:cv1.0:r24,medium,56.984338772266014,1.5,2976113044,72,9.0,3,3,1,2.2468240806243225,True
E2:uniform:p0.85:cv1.0:r25,medium,55.15575383608714,1.5,2792926050,62,7.75,2,3,1,1.5912160871216776,True
E2:uniform:p0.85:cv1.0:r26,medium,56.26024106362277,1.5,2106931361,80,10.0,3,2,1,2.5839988214076097,True
E2:uniform:p0.85:cv1.0:r27,medium,43.35743212801433,1.5,2207608105,58,7.25,2,3,1,1.4677930830236252,True
E2:uniform:p0.85:cv1.0:r28,medium,49.3121342733178,1.5,1233471789,49,6.125,3,4,1,1.2350321785144893,True
E2:uniform:p0.85:cv1.0:r29,medium,84.57793155864525,1.5,2670902933,107,13.375,8,2,1,7.765654168413254,True
E2:clustered:p0.7:cv0.0:r0,medium,37.88150083037326,1.5,1256145772,44,5.5,2,4,1,0.7257451432343757,True
E2:clustered:p0.7:cv0.0:r1,medium,57.296605228660184,1.5,3773594120,66,8.25,5,3,1,2.034626399950775,True
E2:clustered:p0.7:cv0.0:r2,medium,54.84194678415028,1.5,2947113664,69,8.625,4,2,1,3.021787269770401,True
E2:clustered:p0.7:cv0.0:r3,medium,46.331768313954164,1.5,1254714329,50,6.25,3,4,1,0.8071167359467337,True
E2:clustered:p0.7:cv0.0:r4,medium,50.79812839532173,1.5,2972087177,52,6.5,3,3,1,1.00007525371521,True
E2:clustered:p0.7:cv0.0:r5,medium,58.875135324894885,1.5,1522463948,69,8.625,4,3,1,2.9111537242663705,True
E2:clustered:p0.7:cv0.0:r6,medium,42.90710623246026,1.5,1022133965,53,6.625,2,3,1,1.1128039716094436,True
E2:clustered:p0.7:cv0.0:r7,medium,55.34321844376642,1.5,277741776,61,7.625,4,3,1,2.2204437753621775,True
E2:clustered:p0.7:cv0.0:r8,medium,46.84196227679857,1.5,943851320,63,7.875,2,3,1,0.8380745612409285,True
E2:clustered:p0.7:cv0.0:r9,medium,46.78083344741584,1.5,666686024,42,5.25,2,5,1,0.3936878520066659,True
E2:clustered:p0.7:cv0.0:r10,medium,77.91664342450666,1.5,1141785421,94,11.75,5,2,1,4.842588412611997,True
E2:clustered:p0.7:cv0.0:r11,medium,56.645017027336976,1.5,4137729937,64,8.0,3,3,1,1.8375166271741592,True
E2:clustered:p0.7:cv0.0:r12,medium,59.19102576212504,1.5,1407961764,103,12.875,6,2,1,5.4297150363404345,True
E2:clustered:p0.7:cv0.0:r13,medium,49.065957988983044,1.5,3766880706,49,6.125,3,3,1,1.3019186727191734,True
E2:clustered:p0.7:cv0.0:r14,medium,47.06122157835287,1.5,4258076826,59,7.375,3,3,1,2.301631338508669,True
E2:clustered:p0.7:cv0.0:r15,medium,52.922906552612375,1.5,3712262661,68,8.5,2,3,1,1.7913441116581794,True
E2:clustered:p0.7:cv0.0:r16,medium,46.336605344362326,1.5,234319453,51,6.375,3,4,1,1.1070658375203901,True
E2:clustered:p0.7:cv0.0:r17,medium,64.16102881501507,1.5,1124631472,73,9.125,6,2,1,3.8215436035991406,True
E2:clustered:p0.7:cv0.0:r18,medium,45.033402525897436,1.5,2834890402,54,6.75,2,4,1,1.136942021051551,True
E2:clustered:p0.7:cv0.0:r19,medium,62.52949367115975,1.5,2238541663,71,8.875,4,3,1,3.465017378422446,True
E2:clustered:p0.7:cv0.0:r20,medium,60.2625612306187,1.5,1617106054,65,8.125,3,3,1,1.709815796529737,True
E2:clustered:p0.7:cv0.0:r21,medium,52.55034135653883,1.5,1865343852,64,8.0,5,3,1,2.7192401408740623,True
E2:clustered:p0.7:cv0.0:r22,medium,58.82757096351514,1.5,613194856,52,6.5,3,4,1,1.4947679669056344,True
E2:clustered:p0.7:cv0.0:r23,medium,61.24519016973912,1.5,880704103,58,7.25,4,3,1,2.0680126011876596,True
E2:clustered:p0.7:cv0.0:r24,medium,60.22620523973207,1.5,4074609315,87,10.875,6,2,1,4.840624553760636,True
E2:clustered:p0.7:cv0.0:r25,medium,75.22976845965277,1.5,886553675,86,10.75,8,2,1,5.397830463174721,True
E2:clustered:p0.7:cv0.0:r26,medium,46.351825752659806,1.5,1862306177,56,7.0,3,3,1,1.5243335027551583,True
E2:clustered:p0.7:cv0.0:r27,medium,71.71362899899346,1.5,1027831908,75,9.375,4,2,1,2.7737024827333805,True
E2:clustered:p0.7:cv0.0:r28,medium,54.63278383928038,1.5,1966783969,63,7.875,3,3,1,1.3330549355865686,True
E2:clustered:p0.7:cv0.0:r29,medium,59.458219003178385,1.5,639022983,62,7.75,4,3,1,2.634116014675632,True
E2:clustered:p0.85:cv0.0:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E2:clustered:p0.85:cv0.0:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E2:clustered:p0.85:cv0.0:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E2:clustered:p0.85:cv0.0:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E2:clustered:p0.85:cv0.0:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E2:clustered:p0.85:cv0.0:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E2:clustered:p0.85:cv0.0:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E2:clustered:p0.85:cv0.0:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E2:clustered:p0.85:cv0.0:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E2:clustered:p0.85:cv0.0:r9,medium,52.30072174762856,1.5,2181231110,56,7.0,4,3,1,1.475931640068801,True
E2:clustered:p0.85:cv0.0:r10,medium,58.219240579933114,1.5,49872980,70,8.75,3,3,1,2.1014109584618894,True
E2:clustered:p0.85:cv0.0:r11,medium,54.35098888104361,1.5,1054249863,62,7.75,4,3,1,2.172160630440671,True
E2:clustered:p0.85:cv0.0:r12,medium,42.917666672654335,1.5,3989389446,55,6.875,4,3,1,1.136436809810827,True
E2:clustered:p0.85:cv0.0:r13,medium,63.57955817505235,1.5,2517406790,76,9.5,6,2,1,4.283883244494465,True
E2:clustered:p0.85:cv0.0:r14,medium,44.87359715301329,1.5,1473296038,46,5.75,2,3,1,1.150784060674234,True
E2:clustered:p0.85:cv0.0:r15,medium,50.3336905070051,1.5,991378985,64,8.0,3,3,1,1.3715395578331506,True
E2:clustered:p0.85:cv0.0:r16,medium,62.35413567765586,1.5,122627100,78,9.75,6,2,1,4.270303428678378,True
E2:clustered:p0.85:cv0.0:r17,medium,51.637559809166575,1.5,419346527,55,6.875,4,3,1,1.708696166749685,True
E2:clustered:p0.85:cv0.0:r18,medium,66.18695331566528,1.5,643306922,91,11.375,7,2,1,6.082081584078699,True
E2:clustered:p0.85:cv0.0:r19,medium,57.07584552488355,1.5,1814269040,67,8.375,1,3,1,0.9241769922486659,True
E2:clustered:p0.85:cv0.0:r20,medium,78.2239398674558,1.5,822089535,97,12.125,7,2,1,6.692898592381413,True
E2:clustered:p0.85:cv0.0:r21,medium,48.243005713605726,1.5,2860317078,70,8.75,4,3,1,3.0158861237045014,True
E2:clustered:p0.85:cv0.0:r22,medium,60.17114591350254,1.5,1169894677,55,6.875,4,3,1,2.033106864749771,True
E2:clustered:p0.85:cv0.0:r23,medium,50.786109765060374,1.5,2951683540,52,6.5,4,3,1,1.5669444584882326,True
E2:clustered:p0.85:cv0.0:r24,medium,51.71843573899286,1.5,3253976482,73,9.125,1,4,1,0.6019543227212004,True
E2:clustered:p0.85:cv0.0:r25,medium,50.06241580720523,1.5,1562516801,56,7.0,2,3,1,1.5640534403328308,True
E2:clustered:p0.85:cv0.0:r26,medium,50.88818670956445,1.5,960130038,57,7.125,4,3,1,1.7231702903838557,True
E2:clustered:p0.85:cv0.0:r27,medium,45.389854547154755,1.5,2542041755,55,6.875,2,3,1,1.4431546997004214,True
E2:clustered:p0.85:cv0.0:r28,medium,48.266100303322666,1.5,3123421836,59,7.375,2,4,1,1.1760620959027508,True
E2:clustered:p0.85:cv0.0:r29,medium,49.19862999127473,1.5,1037737993,63,7.875,4,3,1,2.2794943930187563,True
E2:clustered:p0.7:cv0.35:r0,medium,37.88150083037326,1.5,1256145772,44,5.5,2,4,1,0.7257451432343757,True
E2:clustered:p0.7:cv0.35:r1,medium,57.296605228660184,1.5,3773594120,66,8.25,5,3,1,2.034626399950775,True
E2:clustered:p0.7:cv0.35:r2,medium,54.84194678415028,1.5,2947113664,69,8.625,4,2,1,3.021787269770401,True
E2:clustered:p0.7:cv0.35:r3,medium,46.331768313954164,1.5,1254714329,50,6.25,3,4,1,0.8071167359467337,True
E2:clustered:p0.7:cv0.35:r4,medium,50.79812839532173,1.5,2972087177,52,6.5,3,3,1,1.00007525371521,True
E2:clustered:p0.7:cv0.35:r5,medium,58.875135324894885,1.5,1522463948,69,8.625,4,3,1,2.9111537242663705,True
E2:clustered:p0.7:cv0.35:r6,medium,42.90710623246026,1.5,1022133965,53,6.625,2,3,1,1.1128039716094436,True
E2:clustered:p0.7:cv0.35:r7,medium,55.34321844376642,1.5,277741776,61,7.625,4,3,1,2.2204437753621775,True
E2:clustered:p0.7:cv0.35:r8,medium,46.84196227679857,1.5,943851320,63,7.875,2,3,1,0.8380745612409285,True
E2:clustered:p0.7:cv0.35:r9,medium,46.78083344741584,1.5,666686024,42,5.25,2,5,1,0.3936878520066659,True
E2:clustered:p0.7:cv0.35:r10,medium,77.91664342450666,1.5,1141785421,94,11.75,5,2,1,4.842588412611997,True
E2:clustered:p0.7:cv0.35:r11,medium,56.645017027336976,1.5,4137729937,64,8.0,3,3,1,1.8375166271741592,True
E2:clustered:p0.7:cv0.35:r12,medium,59.19102576212504,1.5,1407961764,103,12.875,6,2,1,5.4297150363404345,True
E2:clustered:p0.7:cv0.35:r13,medium,49.065957988983044,1.5,3766880706,49,6.125,3,3,1,1.3019186727191734,True
E2:clustered:p0.7:cv0.35:r14,medium,47.06122157835287,1.5,4258076826,59,7.375,3,3,1,2.301631338508669,True
E2:clustered:p0.7:cv0.35:r15,medium,52.922906552612375,1.5,3712262661,68,8.5,2,3,1,1.7913441116581794,True
E2:clustered:p0.7:cv0.35:r16,medium,46.336605344362326,1.5,234319453,51,6.375,3,4,1,1.1070658375203901,True
E2:clustered:p0.7:cv0.35:r17,medium,64.16102881501507,1.5,1124631472,73,9.125,6,2,1,3.8215436035991406,True
E2:clustered:p0.7:cv0.35:r18,medium,45.033402525897436,1.5,2834890402,54,6.75,2,4,1,1.136942021051551,True
E2:clustered:p0.7:cv0.35:r19,medium,62.52949367115975,1.5,2238541663,71,8.875,4,3,1,3.465017378422446,True
E2:clustered:p0.7:cv0.35:r20,medium,60.2625612306187,1.5,1617106054,65,8.125,3,3,1,1.709815796529737,True
E2:clustered:p0.7:cv0.35:r21,medium,52.55034135653883,1.5,1865343852,64,8.0,5,3,1,2.7192401408740623,True
E2:clustered:p0.7:cv0.35:r22,medium,58.82757096351514,1.5,613194856,52,6.5,3,4,1,1.4947679669056344,True
E2:clustered:p0.7:cv0.35:r23,medium,61.24519016973912,1.5,880704103,58,7.25,4,3,1,2.0680126011876596,True
E2:clustered:p0.7:cv0.35:r24,medium,60.22620523973207,1.5,4074609315,87,10.875,6,2,1,4.840624553760636,True
E2:clustered:p0.7:cv0.35:r25,medium,75.22976845965277,1.5,886553675,86,10.75,8,2,1,5.397830463174721,True
E2:clustered:p0.7:cv0.35:r26,medium,46.351825752659806,1.5,1862306177,56,7.0,3,3,1,1.5243335027551583,True
E2:clustered:p0.7:cv0.35:r27,medium,71.71362899899346,1.5,1027831908,75,9.375,4,2,1,2.7737024827333805,True
E2:clustered:p0.7:cv0.35:r28,medium,54.63278383928038,1.5,1966783969,63,7.875,3,3,1,1.3330549355865686,True
E2:clustered:p0.7:cv0.35:r29,medium,59.458219003178385,1.5,639022983,62,7.75,4,3,1,2.634116014675632,True
E2:clustered:p0.85:cv0.35:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E2:clustered:p0.85:cv0.35:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E2:clustered:p0.85:cv0.35:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E2:clustered:p0.85:cv0.35:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E2:clustered:p0.85:cv0.35:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E2:clustered:p0.85:cv0.35:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E2:clustered:p0.85:cv0.35:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E2:clustered:p0.85:cv0.35:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E2:clustered:p0.85:cv0.35:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E2:clustered:p0.85:cv0.35:r9,medium,52.30072174762856,1.5,2181231110,56,7.0,4,3,1,1.475931640068801,True
E2:clustered:p0.85:cv0.35:r10,medium,58.219240579933114,1.5,49872980,70,8.75,3,3,1,2.1014109584618894,True
E2:clustered:p0.85:cv0.35:r11,medium,54.35098888104361,1.5,1054249863,62,7.75,4,3,1,2.172160630440671,True
E2:clustered:p0.85:cv0.35:r12,medium,42.917666672654335,1.5,3989389446,55,6.875,4,3,1,1.136436809810827,True
E2:clustered:p0.85:cv0.35:r13,medium,63.57955817505235,1.5,2517406790,76,9.5,6,2,1,4.283883244494465,True
E2:clustered:p0.85:cv0.35:r14,medium,44.87359715301329,1.5,1473296038,46,5.75,2,3,1,1.150784060674234,True
E2:clustered:p0.85:cv0.35:r15,medium,50.3336905070051,1.5,991378985,64,8.0,3,3,1,1.3715395578331506,True
E2:clustered:p0.85:cv0.35:r16,medium,62.35413567765586,1.5,122627100,78,9.75,6,2,1,4.270303428678378,True
E2:clustered:p0.85:cv0.35:r17,medium,51.637559809166575,1.5,419346527,55,6.875,4,3,1,1.708696166749685,True
E2:clustered:p0.85:cv0.35:r18,medium,66.18695331566528,1.5,643306922,91,11.375,7,2,1,6.082081584078699,True
E2:clustered:p0.85:cv0.35:r19,medium,57.07584552488355,1.5,1814269040,67,8.375,1,3,1,0.9241769922486659,True
E2:clustered:p0.85:cv0.35:r20,medium,78.2239398674558,1.5,822089535,97,12.125,7,2,1,6.692898592381413,True
E2:clustered:p0.85:cv0.35:r21,medium,48.243005713605726,1.5,2860317078,70,8.75,4,3,1,3.0158861237045014,True
E2:clustered:p0.85:cv0.35:r22,medium,60.17114591350254,1.5,1169894677,55,6.875,4,3,1,2.033106864749771,True
E2:clustered:p0.85:cv0.35:r23,medium,50.786109765060374,1.5,2951683540,52,6.5,4,3,1,1.5669444584882326,True
E2:clustered:p0.85:cv0.35:r24,medium,51.71843573899286,1.5,3253976482,73,9.125,1,4,1,0.6019543227212004,True
E2:clustered:p0.85:cv0.35:r25,medium,50.06241580720523,1.5,1562516801,56,7.0,2,3,1,1.5640534403328308,True
E2:clustered:p0.85:cv0.35:r26,medium,50.88818670956445,1.5,960130038,57,7.125,4,3,1,1.7231702903838557,True
E2:clustered:p0.85:cv0.35:r27,medium,45.389854547154755,1.5,2542041755,55,6.875,2,3,1,1.4431546997004214,True
E2:clustered:p0.85:cv0.35:r28,medium,48.266100303322666,1.5,3123421836,59,7.375,2,4,1,1.1760620959027508,True
E2:clustered:p0.85:cv0.35:r29,medium,49.19862999127473,1.5,1037737993,63,7.875,4,3,1,2.2794943930187563,True
E2:clustered:p0.7:cv0.65:r0,medium,37.88150083037326,1.5,1256145772,44,5.5,2,4,1,0.7257451432343757,True
E2:clustered:p0.7:cv0.65:r1,medium,57.296605228660184,1.5,3773594120,66,8.25,5,3,1,2.034626399950775,True
E2:clustered:p0.7:cv0.65:r2,medium,54.84194678415028,1.5,2947113664,69,8.625,4,2,1,3.021787269770401,True
E2:clustered:p0.7:cv0.65:r3,medium,46.331768313954164,1.5,1254714329,50,6.25,3,4,1,0.8071167359467337,True
E2:clustered:p0.7:cv0.65:r4,medium,50.79812839532173,1.5,2972087177,52,6.5,3,3,1,1.00007525371521,True
E2:clustered:p0.7:cv0.65:r5,medium,58.875135324894885,1.5,1522463948,69,8.625,4,3,1,2.9111537242663705,True
E2:clustered:p0.7:cv0.65:r6,medium,42.90710623246026,1.5,1022133965,53,6.625,2,3,1,1.1128039716094436,True
E2:clustered:p0.7:cv0.65:r7,medium,55.34321844376642,1.5,277741776,61,7.625,4,3,1,2.2204437753621775,True
E2:clustered:p0.7:cv0.65:r8,medium,46.84196227679857,1.5,943851320,63,7.875,2,3,1,0.8380745612409285,True
E2:clustered:p0.7:cv0.65:r9,medium,46.78083344741584,1.5,666686024,42,5.25,2,5,1,0.3936878520066659,True
E2:clustered:p0.7:cv0.65:r10,medium,77.91664342450666,1.5,1141785421,94,11.75,5,2,1,4.842588412611997,True
E2:clustered:p0.7:cv0.65:r11,medium,56.645017027336976,1.5,4137729937,64,8.0,3,3,1,1.8375166271741592,True
E2:clustered:p0.7:cv0.65:r12,medium,59.19102576212504,1.5,1407961764,103,12.875,6,2,1,5.4297150363404345,True
E2:clustered:p0.7:cv0.65:r13,medium,49.065957988983044,1.5,3766880706,49,6.125,3,3,1,1.3019186727191734,True
E2:clustered:p0.7:cv0.65:r14,medium,47.06122157835287,1.5,4258076826,59,7.375,3,3,1,2.301631338508669,True
E2:clustered:p0.7:cv0.65:r15,medium,52.922906552612375,1.5,3712262661,68,8.5,2,3,1,1.7913441116581794,True
E2:clustered:p0.7:cv0.65:r16,medium,46.336605344362326,1.5,234319453,51,6.375,3,4,1,1.1070658375203901,True
E2:clustered:p0.7:cv0.65:r17,medium,64.16102881501507,1.5,1124631472,73,9.125,6,2,1,3.8215436035991406,True
E2:clustered:p0.7:cv0.65:r18,medium,45.033402525897436,1.5,2834890402,54,6.75,2,4,1,1.136942021051551,True
E2:clustered:p0.7:cv0.65:r19,medium,62.52949367115975,1.5,2238541663,71,8.875,4,3,1,3.465017378422446,True
E2:clustered:p0.7:cv0.65:r20,medium,60.2625612306187,1.5,1617106054,65,8.125,3,3,1,1.709815796529737,True
E2:clustered:p0.7:cv0.65:r21,medium,52.55034135653883,1.5,1865343852,64,8.0,5,3,1,2.7192401408740623,True
E2:clustered:p0.7:cv0.65:r22,medium,58.82757096351514,1.5,613194856,52,6.5,3,4,1,1.4947679669056344,True
E2:clustered:p0.7:cv0.65:r23,medium,61.24519016973912,1.5,880704103,58,7.25,4,3,1,2.0680126011876596,True
E2:clustered:p0.7:cv0.65:r24,medium,60.22620523973207,1.5,4074609315,87,10.875,6,2,1,4.840624553760636,True
E2:clustered:p0.7:cv0.65:r25,medium,75.22976845965277,1.5,886553675,86,10.75,8,2,1,5.397830463174721,True
E2:clustered:p0.7:cv0.65:r26,medium,46.351825752659806,1.5,1862306177,56,7.0,3,3,1,1.5243335027551583,True
E2:clustered:p0.7:cv0.65:r27,medium,71.71362899899346,1.5,1027831908,75,9.375,4,2,1,2.7737024827333805,True
E2:clustered:p0.7:cv0.65:r28,medium,54.63278383928038,1.5,1966783969,63,7.875,3,3,1,1.3330549355865686,True
E2:clustered:p0.7:cv0.65:r29,medium,59.458219003178385,1.5,639022983,62,7.75,4,3,1,2.634116014675632,True
E2:clustered:p0.85:cv0.65:r0,medium,66.59160383724777,1.5,1708056767,97,12.125,5,2,1,4.820536216550954,True
E2:clustered:p0.85:cv0.65:r1,medium,69.98434527339239,1.5,3046247743,78,9.75,5,2,1,4.14000527012528,True
E2:clustered:p0.85:cv0.65:r2,medium,49.723281612638615,1.5,4237065425,54,6.75,4,3,1,1.8171425599230013,True
E2:clustered:p0.85:cv0.65:r3,medium,48.82500872074863,1.5,2874920762,52,6.5,4,3,1,0.8435964441979751,True
E2:clustered:p0.85:cv0.65:r4,medium,49.60595156294221,1.5,460816035,69,8.625,3,3,1,1.1877828519782092,True
E2:clustered:p0.85:cv0.65:r5,medium,51.31747453219457,1.5,2877685010,55,6.875,2,3,1,1.5120998621010209,True
E2:clustered:p0.85:cv0.65:r6,medium,58.33417706430972,1.5,3894063958,60,7.5,5,3,1,2.168991853794073,True
E2:clustered:p0.85:cv0.65:r7,medium,62.421458763694886,1.5,3350191733,76,9.5,6,2,1,3.941622805096082,True
E2:clustered:p0.85:cv0.65:r8,medium,61.859913455771974,1.5,2123425745,66,8.25,2,3,1,1.5363658454601856,True
E2:clustered:p0.85:cv0.65:r9,medium,52.30072174762856,1.5,2181231110,56,7.0,4,3,1,1.475931640068801,True
E2:clustered:p0.85:cv0.65:r10,medium,58.219240579933114,1.5,49872980,70,8.75,3,3,1,2.1014109584618894,True
E2:clustered:p0.85:cv0.65:r11,medium,54.35098888104361,1.5,1054249863,62,7.75,4,3,1,2.172160630440671,True
E2:clustered:p0.85:cv0.65:r12,medium,42.917666672654335,1.5,3989389446,55,6.875,4,3,1,1.136436809810827,True
E2:clustered:p0.85:cv0.65:r13,medium,63.57955817505235,1.5,2517406790,76,9.5,6,2,1,4.283883244494465,True
E2:clustered:p0.85:cv0.65:r14,medium,44.87359715301329,1.5,1473296038,46,5.75,2,3,1,1.150784060674234,True
E2:clustered:p0.85:cv0.65:r15,medium,50.3336905070051,1.5,991378985,64,8.0,3,3,1,1.3715395578331506,True
E2:clustered:p0.85:cv0.65:r16,medium,62.35413567765586,1.5,122627100,78,9.75,6,2,1,4.270303428678378,True
E2:clustered:p0.85:cv0.65:r17,medium,51.637559809166575,1.5,419346527,55,6.875,4,3,1,1.708696166749685,True
E2:clustered:p0.85:cv0.65:r18,medium,66.18695331566528,1.5,643306922,91,11.375,7,2,1,6.082081584078699,True
E2:clustered:p0.85:cv0.65:r19,medium,57.07584552488355,1.5,1814269040,67,8.375,1,3,1,0.9241769922486659,True
E2:clustered:p0.85:cv0.65:r20,medium,78.2239398674558,1.5,822089535,97,12.125,7,2,1,6.692898592381413,True
E2:clustered:p0.85:cv0.65:r21,medium,48.243005713605726,1.5,2860317078,70,8.75,4,3,1,3.0158861237045014,True
E2:clustered:p0.85:cv0.65:r22,medium,60.17114591350254,1.5,1169894677,55,6.875,4,3,1,2.033106864749771,True
E2:clustered:p0.85:cv0.65:r23,medium,50.786109765060374,1.5,2951683540,52,6.5,4,3,1,1.5669444584882326,True
E2:clustered:p0.85:cv0.65:r24,medium,51.71843573899286,1.5,3253976482,73,9.125,1,4,1,0.6019543227212004,True
E2:clustered:p0.85:cv0.65:r25,medium,50.06241580720523,1.5,1562516801,56,7.0,2,3,1,1.5640534403328308,True
E2:clustered:p0.85:cv0.65:r26,medium,50.88818670956445,1.5,960130038,57,7.125,4,3,1,1.7231702903838557,True
E2:clustered:p0.85:cv0.65:r27,medium,45.389854547154755,1.5,2542041755,55,6.875,2,3,1,1.4431546997004214,True
E2:clustered:p0.85:cv0.65:r28,medium,48.266100303322666,1.5,3123421836,59,7.375,2,4,1,1.1760620959027508,True
E2:clustered:p0.85:cv0.65:r29,medium,49.19862999127473,1.5,1037737993,63,7.875,4,3,1,2.2794943930187563,True
E2:clustered:p0.7:cv1.0:r0,medium,37.88150083037326,1.5,1256145772,44,5.5,2,4,1,0.7257451432343757,True
E2:clustered:p0.7:cv1.0:r1,medium,57.296605228660184,1.5,3773594120,66,8.25,5,3,1,2.034626399950775,True
E2:clustered:p0.7:cv1.0:r2,medium,54.84194678415028,1.5,2947113664,69,8.625,4,2,1,3.021787269770401,True
E2:clustered:p0.7:cv1.0:r3,medium,46.331768313954164,1.5,1254714329,50,6.25,3,4,1,0.8071167359467337,True
E2:clustered:p0.7:cv1.0:r4,medium,50.79812839532173,1.5,2972087177,52,6.5,3,3,1,1.00007525371521,True
