candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw
C7FAE40D44DC1,Multi-robot formations for area coverage in space applications,Multi-robot formations for area coverage in space applications,multi robot formations for area coverage in space applications,"Leitner, Juergen","Leitner, Juergen","leitner, juergen",2009,2009,QUT ePrints (Queensland University of Technology),QUT ePrints (Queensland University of Technology),10.71910/supsi.5257,https://doi.org/10.71910/supsi.5257,10.71910/supsi.5257,,dissertation,openalex:https://openalex.org/W2148478570,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,10,openalex,2026-09-13T22:39:35.927434+00:00,unique,unique,,,
CDD4E0C14B5AF,Quantum Evolutionary Algorithm for Multi-Robot Coalition Formation,,quantum evolutionary algorithm for multi robot coalition formation,"Li, Zhiyong; Xu, Bo; Yang, Lei; Chen, Jun; Li, Kenli",,,2009,,WORLD SUMMIT ON GENETIC AND EVOLUTIONARY COMPUTATION (GEC 09),,,,,"Coalition formation is an important cooperative method in Multi-Robot System, which has been paid more and more attention. However, efficient algorithm for multi-robot coalition is lack of various real-world applications in dynamic unknown environment. In such cases, the optimization algorithm has to track the changing optimum as close as possible, rather than just finding a static appropriate solution. In this paper The Quantum Evolutionary Algorithm is proposed for solving this problem, where a skillful Quantum probability representation of chromosome coding strategy is designed to adapt to the complexity of the multi-robot coalition formation problem. Furthermore, a strategy for updating quantum gate using the evolutionary equation is employed to avoid the premature convergence. Experiments results show that the proposed algorithm could solve the multi-robot coalition formation problem effectively and efficiently, and the proposed algorithm is valid and superior to other related methods as far as the stability and speed of convergence are concerned.",Proceedings Paper,wos:WOS:000282382900039,wos,wos:F01_primary_wos_plaintext_full_record_cited_references.txt,F01_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000282382900039,16,wos,2026-09-13T22:39:35.953200+00:00,unique,unique,,,
CC523C0D48FF2,Contact Force Modeling and Feasible Grasp Force Analysis of Power Grasp,Contact Force Modeling and Feasible Grasp Force Analysis of Power Grasp,contact force modeling and feasible grasp force analysis of power grasp,Wenyu YANG,Wenyu YANG,wenyu yang,2010,2010,Journal of Mechanical Engineering,Journal of Mechanical Engineering,10.3901/jme.2010.11.043,10.3901/jme.2010.11.043,10.3901/jme.2010.11.043,,journal-article,crossref:10.3901/jme.2010.11.043,crossref,crossref,Q3_physical_certificate,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T22:39:35.824136+00:00,unique,unique,,,
CC44C2BE699C2,Cooperative Reconfiguration for a Reconfigurable Mobile Robot,Cooperative Reconfiguration for a Reconfigurable Mobile Robot,cooperative reconfiguration for a reconfigurable mobile robot,Tonglin LIU,Tonglin LIU,tonglin liu,2010,2010,Journal of Mechanical Engineering,Journal of Mechanical Engineering,10.3901/jme.2010.17.001,10.3901/jme.2010.17.001,10.3901/jme.2010.17.001,,journal-article,crossref:10.3901/jme.2010.17.001,crossref,crossref,Q4_recovery_replacement,metadata_verified,metadata_verified,not_evidence,pending,,,4,crossref,2026-09-13T22:39:35.852421+00:00,unique,unique,,,
CA969994974B8,Distributed parameter model and cooperative control of manipulators handling a flexible payload,Distributed parameter model and cooperative control of manipulators handling a flexible payload,distributed parameter model and cooperative control of manipulators handling a flexible payload,Zhiguo Tang; Yuanchun Li,Zhiguo Tang; Yuanchun Li,zhiguo tang; yuanchun li,2010,2010,2010 Sixth International Conference on Natural Computation,2010 Sixth International Conference on Natural Computation,10.1109/icnc.2010.5582901,10.1109/icnc.2010.5582901,10.1109/icnc.2010.5582901,,proceedings-article,crossref:10.1109/icnc.2010.5582901,crossref,crossref,Q7_counterexample_full_conjunction,metadata_verified,metadata_verified,not_evidence,pending,,,0,crossref,2026-09-13T22:39:35.939069+00:00,unique,unique,,,
CFF226DFB42C5,Multi-robot Cooperative Object Localization,Multi-robot Cooperative Object Localization,multi robot cooperative object localization,João Santos; Pedro Lima,João Santos; Pedro Lima,joão santos; pedro lima,2010,2010,Lecture Notes in Computer Science RoboCup 2009: Robot Soccer World Cup XIII,Lecture Notes in Computer Science RoboCup 2009: Robot Soccer World Cup XIII,10.1007/978-3-642-11876-0_29,10.1007/978-3-642-11876-0_29,10.1007/978-3-642-11876-0_29,,book-chapter,crossref:10.1007/978-3-642-11876-0_29,crossref,crossref,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,pending,,,6,crossref,2026-09-13T22:39:35.792176+00:00,unique,unique,,,
C2A3DD50E6830,Repeated auctions for robust task execution by a robot team,Repeated auctions for robust task execution by a robot team,repeated auctions for robust task execution by a robot team,Maitreyi Nanjanath; Maria Gini,Maitreyi Nanjanath; Maria Gini,maitreyi nanjanath; maria gini,2010,2010,Robotics and Autonomous Systems,Robotics and Autonomous Systems,10.1016/j.robot.2010.03.011,https://doi.org/10.1016/j.robot.2010.03.011,10.1016/j.robot.2010.03.011,,article,openalex:https://openalex.org/W2088668112,openalex,openalex,Q5_heterogeneous_local,metadata_verified,metadata_verified,not_evidence,pending,,,125,openalex,2026-09-13T22:39:35.895292+00:00,unique,unique,,,
CEA1095350B99,The Task Allocation Model based on Reputation for the Heterogeneous Multi-robot Collaboration System,,the task allocation model based on reputation for the heterogeneous multi robot collaboration system,"Shi, Zhiguo; Wei, Junming; Wei, Xujian; Tan, Kun; Wang, Zhiliang",,,2010,,2010 8TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION (WCICA),,10.1109/wcica.2010.5554165,,10.1109/wcica.2010.5554165,"Reputation plays an important role in the collaboration in people's daily life. In many cases, task allocation in the human world is based on someone's reputation, which is gained from the evaluation of the completion of historical tasks. In the collaboration system of the heterogeneous multi-robot, reputation is introduced to solve the task allocation problem. A detailed formal model based on reputation for heterogeneous multi-robot collaboration is given, including the framework, reputation matrix, reputation attenuation curve, new robot member reward characteristics and robot alliance reward characteristics. The reputation in the collaboration system is divided to three categories: direct reputation from one robot to the other, overall reputation of a robot in the collaboration system and the robot where the group's reputation. Task attempts to be assigned to the robot with relatively high reputation, which can greatly improve the success rate of implementation of its mandate, thereby reducing the time of the system task recovery and redistribution. Simulation results show that the model can be used in a multi-robot task allocation system, and has good efficiency.",Proceedings Paper,wos:WOS:000295959507070,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000295959507070,4,wos,2026-09-13T22:39:35.958491+00:00,unique,unique,,,
CDB8A76C6538C,A Fast Distributed Auction and Consensus Process Using Parallel Task Allocation and Execution,,a fast distributed auction and consensus process using parallel task allocation and execution,"Das, G. P.; McGinnity, T. M.; Coleman, S. A.; Behera, L.",,,2011,,2011 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,,,,,"In a multi-robot system, the coordination and cooperation among the robots determine the effectiveness of task execution. Different centralised and distributed task allocation algorithms have been proposed by researchers. Recently consensus based task allocation has been extensively researched because of its robustness in handling large teams of robots. We propose a new auction and consensus based algorithm for fast task allocation in parallel with task execution. The performance of the proposed algorithm under different conditions is analyzed and compared with other distributed consensus algorithms.",Proceedings Paper,wos:WOS:000297477505012,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000297477505012,2,wos,2026-09-13T22:39:35.963850+00:00,unique,unique,,,
C1CDA94DCAF56,Bio-inspired Decentralized Self-coordination Algorithms for Multi-heterogeneous Specialized Tasks Distribution in Multi-Robot Systems,,bio inspired decentralized self coordination algorithms for multi heterogeneous specialized tasks distribution in multi robot systems,"Quinonez, Yadira; de Lope, Javier; Maravall, Dario",,,2011,,"FOUNDATIONS ON NATURAL AND ARTIFICIAL COMPUTATION: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART I",,,,,"This paper focuses on the general problem of coordinating multiple robots. More specifically, it addresses the self-election of heterogeneous specialized tasks by autonomous robots, as opposed to the usual multi-tasks allocation problem in multi-robot systems in which an external controller distributes the existing tasks among the individual robots. We are rather interested on decentralized solutions in which the robots themselves, autonomously and in an individual manner, select a particular task so that all the existing tasks are optimally distributed and executed. In this regard, we establish an experimental scenario and we propose a bio-inspired solution based on threshold models to solve the corresponding multi-tasks distribution problem. The paper ends with a critical discussion of the experimental results.",Proceedings Paper,wos:WOS:000308635500004,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000308635500004,4,wos,2026-09-13T22:39:35.959041+00:00,unique,unique,,,
CF65653A58DE3,Coalition formation for task allocation: theory and algorithms,Coalition formation for task allocation: Theory and algorithms,coalition formation for task allocation theory and algorithms,Travis C. Service; Julie A. Adams,"Service, T. C.; Adams, J. A.","service, t. c.; adams, j. a.",2011,2011,Autonomous Agents and Multi-Agent Systems,Autonomous Agents and Multi-Agent Systems,10.1007/s10458-010-9123-8,10.1007/s10458-010-9123-8,10.1007/s10458-010-9123-8,"This paper focuses on coalition formation for task allocation in both multiagent and multi-robot domains. Two different problem formalizations are considered, one for multi-agent domains where agent resources are transferable and one for multi-robot domains. We demonstrate complexity theoretic differences between both models and show that, under both, the coalition formation problem, with m tasks, is NP-hard to both solve exactly and to approximate within a factor of O(m(1-epsilon)) for all epsilon > 0. Two natural restrictions of the coalition formation problem are considered. In the first situation agents are drawn from a set of j types. Agents of each type are indistinguishable from one another. For this situation a dynamic programming based approach is presented, which, for fixed j finds the optimal coalition structure in polynomial time and is applicable in both multi-agent and multi-robot domains. We then consider situations where coalitions are restricted to k or fewer agents. We present two different algorithms. Each guarantees the generated solution to be within a constant factor, for fixed k, of the optimal in terms of utility. Our algorithms complement Shehory and Kraus' algorithm (Artif Intell 101(1-2):165-200, 1998), which provides guarantee's on solution cost, as ours provides guarantees on utility. Our algorithm for general multi-agent domains is a modification of and has the same running time as Shehory and Kraus' algorithm, while our approach for multi-robot domains runs in time O(n(3/2) m), much faster than Vig and Adams (J Intell Robot Syst 50(1):85-118, 2007) modifications to Shehory and Kraus' algorithm for multi-robot domains, which ran in time O(n(k)m), for n agents and m tasks.",journal-article,crossref:10.1007/s10458-010-9123-8,legacy_review;crossref;wos,legacy_review;crossref;wos:F01_primary_wos_plaintext_full_record_cited_references.txt,legacy_seed;legacy_seed_verify;F01_primary,unverified_seed,metadata_verified,not_evidence,pending,L005,WOS:000287201300001,80,wos,2026-09-13T22:39:35.442460+00:00,unique,unique,,,"{""authors"": ""Service, T. C.; Adams, J. A."", ""doi"": ""10.1007/s10458-010-9123-8"", ""legacy_seed_id"": ""L005"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""Coalition formation for task allocation: Theory and algorithms"", ""venue"": ""Autonomous Agents and Multi-Agent Systems"", ""verification_status"": ""unverified_seed"", ""year"": ""2011""}"
